,X1,X2,y
0,-0.8697622524329474,0.4166955038296424,0
1,-0.34250851743418,-0.21141409404094855,1
2,-0.45484452929548186,-0.16890733762661042,1
3,-0.8609828504687986,0.9180370179276698,0
4,-0.3986123143200361,-0.16687811843294012,1
5,0.008873531609922047,-0.04145012239481523,1
6,-0.680036606952898,0.4209315036297583,0
7,-0.1220860915035534,-0.3383965391486107,1
8,0.453900035918532,-0.8574737650049666,0
9,-0.06602292374118678,-0.0554382476301441,1
10,-1.020093937849236,0.19291683851140748,0
11,0.9457375805650012,-0.36795914269201074,0
12,1.1853117899350973,-0.6736933380447998,0
13,0.3739795111368589,-0.25813880426781005,1
14,-0.3411582890288694,-0.10738028560308321,1
15,-0.5389882075100908,0.640617548366976,0
16,-0.25851103672806863,0.2806215381181805,1
17,-0.28296067009790965,-0.12740134677803572,1
18,-0.17439179333852553,0.27422312580486696,1
19,-0.8926377333114297,-0.24155471144560486,0
20,0.1734178513466212,0.22281350677454898,1
21,0.8073488078041255,-0.08373394040228122,0
22,0.29829762526993964,-0.718960053432038,0
23,-0.014710479948995776,-0.026461669065067472,1
24,0.6204404822628241,-1.1097200747330291,0
25,-1.0719275052986468,-0.6212187273236869,0
26,0.5020936006975122,0.03247293800006827,1
27,-1.1078198521266955,0.15401417096948145,0
28,-0.2343300785186337,-0.5341524643149199,1
29,0.7705389064450854,0.8111149041007212,0
30,0.04512173089422058,-0.9100575799536015,0
31,-0.2902906332094455,-1.2245964958740465,0
32,-1.0635221266971273,-0.04378014532134547,0
33,0.8011401584362622,-0.09617920478022421,0
34,-0.12107067314933352,0.9969424027950446,0
35,-1.089066630869675,-0.16352115113387145,0
36,0.10700347651629306,-0.06259555093321384,1
37,-0.6996354312983548,0.10226709684120865,1
38,0.7493063987983095,-0.8898164464017959,0
39,0.5653231269027891,0.11577023974209771,0
40,-0.17979073830634065,-0.12129138658958281,1
41,0.09752064035298896,0.2961092965951332,1
42,0.49672873365918546,0.2913493513472763,1
43,0.18124751094372282,0.2417049710732312,1
44,-0.04118354506283958,-0.05681193983641969,1
45,0.8611007153006578,-0.690017520745584,0
46,0.6557942680008154,-0.5118424313073596,1
47,-0.11571071968104585,0.7558191524603544,1
48,0.8117575161380405,-0.4764972832403567,0
49,-0.6831627462414323,0.5683461415645454,0
50,-1.012320778423105,-0.20559784721648855,0
51,0.20791397022392394,-0.27373229392382686,1
