,X1,X2,y
0,0.5336381572822444,-0.08471491843343372,1
1,-0.5370486439140238,-0.09090895514608224,1
2,-0.4572129609008451,-0.04102504042119817,1
3,0.8291687495679434,0.6181257214477509,0
4,-0.6597299896360338,-0.826372136676855,0
5,0.4901773969521536,0.08384647075820956,1
6,0.3944100302156109,0.35070885072133723,1
7,-0.40888357202744363,0.8537606294462724,0
8,0.832352785835901,0.4849040388791638,0
9,-0.0857947925165583,-0.958440865474692,0
10,0.9251477465988892,0.4457091405581156,0
11,0.4485734467395841,0.3534349469416618,1
12,0.21453048712019712,-0.5498089398782724,1
13,0.9832916070928291,0.2268937429986683,0
14,-0.9206052819462838,0.3976673138848677,0
15,-0.3841720784856519,0.353743626020174,1
16,-0.4608829568457654,-0.1245890679380668,1
17,0.4519747809183426,-0.03965586813538358,1
18,-0.6144310020007264,0.01257422075107669,1
19,0.3457884754628187,-0.9217020614894884,0
20,-0.10422379389408268,-0.5272389357285356,1
21,0.3163675539194776,-0.9236068776822308,0
22,-0.048755116208297075,0.44254235769650696,1
23,1.0297563004737342,-0.20462387272955346,0
24,-0.9308299685054882,0.29695742857993745,0
25,0.01230415618684045,-0.5178705142257142,1
26,-0.1875407809229213,0.3108304550730593,1
27,0.689879116818328,0.8167971126067729,0
28,0.473243060114565,0.1655338799753324,1
29,0.7169043466914106,-0.6574657087327714,0
30,0.31649415786483837,1.0301100088936597,0
31,-0.7199815099573601,0.5152733404671942,0
32,0.06563086538548996,0.46447828464040525,1
33,-0.46948533289563255,0.2695813412641709,1
34,-0.25826628726123124,-0.9624657901634458,0
35,-0.8609559843717675,-0.4134062147201964,0
36,-0.19526945608618612,-0.4963456561427468,1
37,-0.8173556369848564,0.5988931854103183,0
38,0.9323061727950908,0.19696357492530694,0
39,0.3182370927057102,-0.3498350358116147,1
40,-0.1820952196993108,-1.0917405008429393,0
41,0.37630959133664205,0.2959552790062732,1
42,0.5181151654468525,0.1346959029387696,1
43,0.508687918841095,0.0130016151768607,1
44,-0.5105152686215684,-0.07044583823870099,1
45,0.41348054049778404,0.005074197220458848,1
46,-0.15804068917156536,0.4257236821903991,1
47,0.8748459543247833,-0.4900986720497999,0
48,-0.9076198546577235,-0.5710100976647857,0
49,-0.17792628860412135,0.515706987418002,1
50,1.061106833202152,0.01977675008353727,0
51,0.43355699261229375,-0.0787943253391198,1
52,-0.2865563513467585,-0.42769547832076144,1
53,-0.6751694141521812,-0.7523156159496198,0
54,-0.05527208322552584,-0.5560607173501487,1
55,-0.3059936176397475,0.480421555705259,1
56,0.30546719804755745,0.9236254370428748,0
57,-0.3325893041067399,-1.0502489882945896,0
58,0.5026803397862203,-0.26226576938960217,1
59,-0.9905735405256755,0.05439982246928196,0
60,1.0241102367446189,-0.2266793680555142,0
61,-0.5068099099285398,-0.09745744506978699,1
62,-0.5178026893045214,0.30155728272677457,1
63,-0.20609772551237834,-0.518455507481252,1
64,-0.3504327809933226,-0.2181069474920394,1
65,0.8892272360640583,-0.5650255358223529,0
66,0.46184001356360016,0.05111754277260541,1
67,0.9049607040992729,-0.43049683525902366,0
68,-0.9218583600315058,-0.36014895886971937,0
69,-0.32198760892749856,-0.45369962294577115,1
70,-0.9541854954388502,0.33164515777109954,0
71,-0.4606959919006787,0.08036557322720056,1
72,-0.4136920638690453,-0.3884278822730058,1
73,-0.1384448719191396,1.0479180633049614,0
74,0.35691306245050114,0.1753963437611703,1
75,-0.06525709515451793,0.5391795285582595,1
76,0.41202139427467954,-0.2615055794262763,1
77,0.4671704122703465,-0.12435535614749219,1
78,-0.5152514845709695,-0.21825323841103092,1
79,0.19176018485010973,1.0083134512863245,0
80,-0.4383734077093302,-0.3136866179242043,1
81,0.8636842579550034,-0.5140699520512144,0
82,0.10839052720702536,-1.0021006428557522,0
83,0.6779173796648731,-0.698282863722932,0
84,-1.0762914364024787,-0.028717813621630544,0
85,0.9088173569931429,0.3051551947760804,0
86,0.4198918371240097,0.06905563143226318,1
